Sr no ,region,country,emissions,type,segment,reason,baseYear,
982,Europe,Netherlands,9.774954796,Energy,Other from oil and gas,All,2022,
984,Europe,Netherlands,15.82078743,Other,Total,All,2019-2021,
985,Europe,Netherlands,137.837326,Waste,Total,All,2019-2021,
986,Europe,Norway,103.6077347,Agriculture,Total,All,2019-2021,
987,Europe,Norway,8.583999634,Energy,Bioenergy,All,2022,
988,Europe,Norway,0.210031003,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
989,Europe,Norway,0.111988001,Energy,Gas pipelines and LNG facilities,Vented,2022,
990,Europe,Norway,4.233789921,Energy,Offshore gas,Fugitive,2022,
991,Europe,Norway,9.186440468,Energy,Offshore gas,Vented,2022,
992,Europe,Norway,0.245731995,Energy,Offshore oil,Flared,2022,
993,Europe,Norway,0.870938003,Energy,Offshore oil,Fugitive,2022,
994,Europe,Norway,11.79959965,Energy,Offshore oil,Vented,2022,
995,Europe,Norway,0.517831028,Energy,Onshore gas,Fugitive,2022,
996,Europe,Norway,1.123589993,Energy,Onshore gas,Vented,2022,
997,Europe,Norway,0.0124766,Energy,Onshore oil,Flared,2022,
998,Europe,Norway,0.100410998,Energy,Onshore oil,Fugitive,2022,
999,Europe,Norway,1.360380054,Energy,Onshore oil,Vented,2022,
1000,Europe,Norway,0.224000007,Energy,Other from coal,All,2022,
1001,Europe,Norway,2.522565126,Energy,Other from oil and gas,All,2022,
1003,Europe,Norway,5.547865868,Other,Total,All,2019-2021,
1004,Europe,Norway,46.46012497,Waste,Total,All,2019-2021,
1005,Europe,Other countries in Europe,2284.248779,Agriculture,Total,All,2019-2021,
1006,Europe,Other countries in Europe,94.81600189,Energy,Bioenergy,All,2022,
1007,Europe,Other countries in Europe,11.59160042,Energy,Coking coal,All,2022,
1008,Europe,Other countries in Europe,101.450798,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1009,Europe,Other countries in Europe,54.09370041,Energy,Gas pipelines and LNG facilities,Vented,2022,
1010,Europe,Other countries in Europe,0.0143693,Energy,Offshore gas,Fugitive,2022,
1011,Europe,Other countries in Europe,0.0311784,Energy,Offshore gas,Vented,2022,
1012,Europe,Other countries in Europe,1.423205972,Energy,Onshore gas,Fugitive,2022,
1013,Europe,Other countries in Europe,3.088062048,Energy,Onshore gas,Vented,2022,
1014,Europe,Other countries in Europe,0.82555902,Energy,Onshore oil,Flared,2022,
1015,Europe,Other countries in Europe,2.781409979,Energy,Onshore oil,Fugitive,2022,
1016,Europe,Other countries in Europe,37.68280029,Energy,Onshore oil,Vented,2022,
1017,Europe,Other countries in Europe,90.95010376,Energy,Other from coal,All,2022,
1018,Europe,Other countries in Europe,38.03322601,Energy,Other from oil and gas,All,2022,
1019,Europe,Other countries in Europe,11.40633678,Energy,Steam coal,All,2022,
1021,Europe,Other countries in Europe,84.71975708,Other,Total,All,2019-2021,
1022,Europe,Other countries in Europe,2321.685059,Waste,Total,All,2019-2021,
1023,Europe,Other EU17 countries,2811.933838,Agriculture,Total,All,2019-2021,
1024,Europe,Other EU17 countries,200.3000031,Energy,Bioenergy,All,2022,
1025,Europe,Other EU17 countries,16.54302216,Energy,Coking coal,All,2022,
1026,Europe,Other EU17 countries,154.9629974,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1027,Europe,Other EU17 countries,82.62650299,Energy,Gas pipelines and LNG facilities,Vented,2022,
1028,Europe,Other EU17 countries,2.147959948,Energy,Offshore gas,Fugitive,2022,
1029,Europe,Other EU17 countries,4.660620213,Energy,Offshore gas,Vented,2022,
1030,Europe,Other EU17 countries,0.162619993,Energy,Offshore oil,Flared,2022,
1031,Europe,Other EU17 countries,0.034846801,Energy,Offshore oil,Fugitive,2022,
1032,Europe,Other EU17 countries,0.472108006,Energy,Offshore oil,Vented,2022,
1033,Europe,Other EU17 countries,4.025819778,Energy,Onshore gas,Fugitive,2022,
1034,Europe,Other EU17 countries,8.735179901,Energy,Onshore gas,Vented,2022,
1035,Europe,Other EU17 countries,4.290579796,Energy,Onshore oil,Flared,2022,
1036,Europe,Other EU17 countries,0.973442972,Energy,Onshore oil,Fugitive,2022,
1037,Europe,Other EU17 countries,13.18830013,Energy,Onshore oil,Vented,2022,
1038,Europe,Other EU17 countries,36.17749405,Energy,Other from coal,All,2022,
1039,Europe,Other EU17 countries,56.60758591,Energy,Other from oil and gas,All,2022,
1040,Europe,Other EU17 countries,3.900000095,Energy,Satellite-detected large oil and gas emissions,All,2022,
1041,Europe,Other EU17 countries,10.25534725,Energy,Steam coal,All,2022,
1043,Europe,Other EU17 countries,98.36200714,Other,Total,All,2019-2021,
1044,Europe,Other EU17 countries,1850.422852,Waste,Total,All,2019-2021,
1045,Europe,Other EU7 countries,139.6356812,Agriculture,Total,All,2019-2021,
1046,Europe,Other EU7 countries,28.56800079,Energy,Bioenergy,All,2022,
1047,Europe,Other EU7 countries,8.039340019,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1048,Europe,Other EU7 countries,4.286580086,Energy,Gas pipelines and LNG facilities,Vented,2022,
1049,Europe,Other EU7 countries,0.320129007,Energy,Offshore gas,Fugitive,2022,
1050,Europe,Other EU7 countries,0.69461298,Energy,Offshore gas,Vented,2022,
1051,Europe,Other EU7 countries,0.747790992,Energy,Onshore gas,Fugitive,2022,
1052,Europe,Other EU7 countries,1.622550011,Energy,Onshore gas,Vented,2022,
1053,Europe,Other EU7 countries,0.071965203,Energy,Onshore oil,Flared,2022,
1054,Europe,Other EU7 countries,0.245242998,Energy,Onshore oil,Fugitive,2022,
1055,Europe,Other EU7 countries,3.322570086,Energy,Onshore oil,Vented,2022,
1056,Europe,Other EU7 countries,2.095999956,Energy,Other from coal,All,2022,
1057,Europe,Other EU7 countries,5.581161499,Energy,Other from oil and gas,All,2022,
1059,Europe,Other EU7 countries,8.988862991,Other,Total,All,2019-2021,
1060,Europe,Other EU7 countries,249.8030548,Waste,Total,All,2019-2021,
1061,Europe,Poland,615.5054321,Agriculture,Total,All,2019-2021,
1062,Europe,Poland,76.10800171,Energy,Bioenergy,All,2022,
1063,Europe,Poland,288.3659668,Energy,Coking coal,All,2022,
1064,Europe,Poland,24.74559975,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1065,Europe,Poland,13.19439983,Energy,Gas pipelines and LNG facilities,Vented,2022,
1066,Europe,Poland,0.0272935,Energy,Offshore gas,Fugitive,2022,
1067,Europe,Poland,0.059221201,Energy,Offshore gas,Vented,2022,
1068,Europe,Poland,0.203018993,Energy,Offshore oil,Flared,2022,
1069,Europe,Poland,0.097061902,Energy,Offshore oil,Fugitive,2022,
1070,Europe,Poland,1.315000057,Energy,Offshore oil,Vented,2022,
1071,Europe,Poland,4.089399815,Energy,Onshore gas,Fugitive,2022,
1072,Europe,Poland,8.873149872,Energy,Onshore gas,Vented,2022,
1073,Europe,Poland,0.461768001,Energy,Onshore oil,Flared,2022,
1074,Europe,Poland,0.220768005,Energy,Onshore oil,Fugitive,2022,
1075,Europe,Poland,2.990989923,Energy,Onshore oil,Vented,2022,
1076,Europe,Poland,93.09250641,Energy,Other from coal,All,2022,
1077,Europe,Poland,17.35107422,Energy,Other from oil and gas,All,2022,
1078,Europe,Poland,334.0936584,Energy,Steam coal,All,2022,
1080,Europe,Poland,44.48818588,Other,Total,All,2019-2021,
1081,Europe,Poland,347.6139526,Waste,Total,All,2019-2021,
1082,Europe,Romania,367.9289246,Agriculture,Total,All,2019-2021,
1083,Europe,Romania,39.52399826,Energy,Bioenergy,All,2022,
1084,Europe,Romania,46.83150101,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1085,Europe,Romania,24.97060013,Energy,Gas pipelines and LNG facilities,Vented,2022,
1086,Europe,Romania,3.780659914,Energy,Offshore gas,Fugitive,2022,
1087,Europe,Romania,8.203240395,Energy,Offshore gas,Vented,2022,
1088,Europe,Romania,0.259777993,Energy,Offshore oil,Flared,2022,
1089,Europe,Romania,0.48031801,Energy,Offshore oil,Fugitive,2022,
1090,Europe,Romania,6.507400036,Energy,Offshore oil,Vented,2022,
1091,Europe,Romania,28.02179909,Energy,Onshore gas,Fugitive,2022,
1092,Europe,Romania,60.80139923,Energy,Onshore gas,Vented,2022,
1093,Europe,Romania,1.843999982,Energy,Onshore oil,Flared,2022,
1094,Europe,Romania,3.475430012,Energy,Onshore oil,Fugitive,2022,
1095,Europe,Romania,47.08539963,Energy,Onshore oil,Vented,2022,
1096,Europe,Romania,7.882860184,Energy,Other from coal,All,2022,
1097,Europe,Romania,5.377346992,Energy,Other from oil and gas,All,2022,
1098,Europe,Romania,0.365175009,Energy,Steam coal,All,2022,
1100,Europe,Romania,11.69682312,Other,Total,All,2019-2021,
1101,Europe,Romania,244.4076843,Waste,Total,All,2019-2021,
1102,Europe,Slovenia,48.42922592,Agriculture,Total,All,2019-2021,
1103,Europe,Slovenia,5.291999817,Energy,Bioenergy,All,2022,
1104,Europe,Slovenia,0.956161022,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1105,Europe,Slovenia,0.509826005,Energy,Gas pipelines and LNG facilities,Vented,2022,
1106,Europe,Slovenia,0.00334403,Energy,Onshore gas,Fugitive,2022,
1107,Europe,Slovenia,0.00725586,Energy,Onshore gas,Vented,2022,
1108,Europe,Slovenia,0.052000001,Energy,Other from coal,All,2022,
1109,Europe,Slovenia,0.906366885,Energy,Other from oil and gas,All,2022,
1111,Europe,Slovenia,1.59395647,Other,Total,All,2019-2021,
1112,Europe,Slovenia,17.9103756,Waste,Total,All,2019-2021,
1113,Europe,Sweden,128.6583862,Agriculture,Total,All,2019-2021,
1114,Europe,Sweden,26.73999977,Energy,Bioenergy,All,2022,
1115,Europe,Sweden,0.905292988,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1116,Europe,Sweden,0.482703,Energy,Gas pipelines and LNG facilities,Vented,2022,
1117,Europe,Sweden,0.203999996,Energy,Other from coal,All,2022,
1118,Europe,Sweden,3.658558607,Energy,Other from oil and gas,All,2022,
1120,Europe,Sweden,10.06986618,Other,Total,All,2019-2021,
1121,Europe,Sweden,159.8013458,Waste,Total,All,2019-2021,
1122,Europe,Ukraine,377.1493225,Agriculture,Total,All,2019-2021,
1123,Europe,Ukraine,26.8239994,Energy,Bioenergy,All,2022,
1124,Europe,Ukraine,8.821840286,Energy,Coking coal,All,2022,
1125,Europe,Ukraine,51.25749969,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1126,Europe,Ukraine,27.33049965,Energy,Gas pipelines and LNG facilities,Vented,2022,
1127,Europe,Ukraine,1.932180047,Energy,Offshore gas,Fugitive,2022,
1128,Europe,Ukraine,4.192430019,Energy,Offshore gas,Vented,2022,
1129,Europe,Ukraine,24.09110069,Energy,Onshore gas,Fugitive,2022,
1130,Europe,Ukraine,52.27270126,Energy,Onshore gas,Vented,2022,
1131,Europe,Ukraine,0.721400023,Energy,Onshore oil,Flared,2022,
1132,Europe,Ukraine,0.294638991,Energy,Onshore oil,Fugitive,2022,
1133,Europe,Ukraine,3.99180007,Energy,Onshore oil,Vented,2022,
1134,Europe,Ukraine,5.300000191,Energy,Other from coal,All,2022,
1135,Europe,Ukraine,10.64346504,Energy,Other from oil and gas,All,2022,
1136,Europe,Ukraine,335.7476501,Energy,Steam coal,All,2022,
1138,Europe,Ukraine,71.82522583,Other,Total,All,2019-2021,
1139,Europe,Ukraine,401.8596191,Waste,Total,All,2019-2021,
1140,Europe,United Kingdom,1064.665894,Agriculture,Total,All,2019-2021,
1141,Europe,United Kingdom,25,Energy,Bioenergy,All,2022,
1142,Europe,United Kingdom,12.07989979,Energy,Coking coal,All,2022,
1143,Europe,United Kingdom,38.53329849,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1144,Europe,United Kingdom,20.54599953,Energy,Gas pipelines and LNG facilities,Vented,2022,
1145,Europe,United Kingdom,15.13869953,Energy,Offshore gas,Fugitive,2022,
1146,Europe,United Kingdom,32.84780121,Energy,Offshore gas,Vented,2022,
1147,Europe,United Kingdom,9.113069534,Energy,Offshore oil,Flared,2022,
1148,Europe,United Kingdom,4.628449917,Energy,Offshore oil,Fugitive,2022,
1149,Europe,United Kingdom,62.70669937,Energy,Offshore oil,Vented,2022,
1150,Europe,United Kingdom,0.036442,Energy,Onshore gas,Fugitive,2022,
1151,Europe,United Kingdom,0.079071499,Energy,Onshore gas,Vented,2022,
1152,Europe,United Kingdom,0.651197016,Energy,Onshore oil,Flared,2022,
1153,Europe,United Kingdom,0.519243002,Energy,Onshore oil,Fugitive,2022,
1154,Europe,United Kingdom,7.034759998,Energy,Onshore oil,Vented,2022,
1155,Europe,United Kingdom,6.340023041,Energy,Other from coal,All,2022,
1156,Europe,United Kingdom,30.17159271,Energy,Other from oil and gas,All,2022,
1157,Europe,United Kingdom,9.205160141,Energy,Steam coal,All,2022,
1159,Europe,United Kingdom,64.70419312,Other,Total,All,2019-2021,
1160,Europe,United Kingdom,1113.141235,Waste,Total,All,2019-2021,
1161,Middle East,Bahrain,0.964592338,Agriculture,Total,All,2019-2021,
1162,Middle East,Bahrain,21.7682991,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1163,Middle East,Bahrain,11.60690022,Energy,Gas pipelines and LNG facilities,Vented,2022,
1164,Middle East,Bahrain,25.43700027,Energy,Onshore gas,Fugitive,2022,
1165,Middle East,Bahrain,55.19309998,Energy,Onshore gas,Vented,2022,
1166,Middle East,Bahrain,8.281629562,Energy,Onshore oil,Flared,2022,
1167,Middle East,Bahrain,4.591300011,Energy,Onshore oil,Fugitive,2022,
1168,Middle East,Bahrain,62.20339966,Energy,Onshore oil,Vented,2022,
1169,Middle East,Bahrain,1.603628516,Energy,Other from oil and gas,All,2022,
1171,Middle East,Bahrain,1.481503725,Other,Total,All,2019-2021,
1172,Middle East,Bahrain,172.3936005,Waste,Total,All,2019-2021,
1173,Middle East,Iran,802.4543457,Agriculture,Total,All,2019-2021,
1174,Middle East,Iran,6.395999908,Energy,Bioenergy,All,2022,
1175,Middle East,Iran,35.70140076,Energy,Coking coal,All,2022,
1176,Middle East,Iran,456.5490112,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1177,Middle East,Iran,243.4320068,Energy,Gas pipelines and LNG facilities,Vented,2022,
1178,Middle East,Iran,319.0220032,Energy,Offshore gas,Fugitive,2022,
1179,Middle East,Iran,692.2109985,Energy,Offshore gas,Vented,2022,
1180,Middle East,Iran,136.4450073,Energy,Offshore oil,Flared,2022,
1181,Middle East,Iran,14.24030018,Energy,Offshore oil,Fugitive,2022,
1182,Middle East,Iran,192.9290009,Energy,Offshore oil,Vented,2022,
1183,Middle East,Iran,108.2699966,Energy,Onshore gas,Fugitive,2022,
1184,Middle East,Iran,234.9230042,Energy,Onshore gas,Vented,2022,
1185,Middle East,Iran,1123.780029,Energy,Onshore oil,Flared,2022,
1186,Middle East,Iran,133.2740021,Energy,Onshore oil,Fugitive,2022,
1187,Middle East,Iran,1805.609985,Energy,Onshore oil,Vented,2022,
1188,Middle East,Iran,0.256079644,Energy,Other from coal,All,2022,
1189,Middle East,Iran,77.52406311,Energy,Other from oil and gas,All,2022,
1190,Middle East,Iran,48.70000076,Energy,Satellite-detected large oil and gas emissions,All,2022,
1191,Middle East,Iran,0.559301972,Energy,Steam coal,All,2022,
1193,Middle East,Iran,37.20094299,Other,Total,All,2019-2021,
1194,Middle East,Iran,931.3856201,Waste,Total,All,2019-2021,
1195,Middle East,Iraq,168.223938,Agriculture,Total,All,2019-2021,
1196,Middle East,Iraq,0.131999999,Energy,Bioenergy,All,2022,
1197,Middle East,Iraq,14.83069992,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1198,Middle East,Iraq,7.907760143,Energy,Gas pipelines and LNG facilities,Vented,2022,
1199,Middle East,Iraq,12.6942997,Energy,Onshore gas,Fugitive,2022,
1200,Middle East,Iraq,27.54389954,Energy,Onshore gas,Vented,2022,
1201,Middle East,Iraq,880.7940063,Energy,Onshore oil,Flared,2022,
1202,Middle East,Iraq,103.0930023,Energy,Onshore oil,Fugitive,2022,
1203,Middle East,Iraq,1396.719971,Energy,Onshore oil,Vented,2022,
1204,Middle East,Iraq,12.13696098,Energy,Other from oil and gas,All,2022,
1205,Middle East,Iraq,59.20000076,Energy,Satellite-detected large oil and gas emissions,All,2022,
1207,Middle East,Iraq,3.421923637,Other,Total,All,2019-2021,
1208,Middle East,Iraq,362.1964722,Waste,Total,All,2019-2021,
1209,Middle East,Jordan,25.81554222,Agriculture,Total,All,2019-2021,
1210,Middle East,Jordan,0.736000001,Energy,Bioenergy,All,2022,
1211,Middle East,Jordan,25.4326992,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1212,Middle East,Jordan,13.56070042,Energy,Gas pipelines and LNG facilities,Vented,2022,
1213,Middle East,Jordan,0.228354007,Energy,Onshore gas,Fugitive,2022,
1214,Middle East,Jordan,0.495481014,Energy,Onshore gas,Vented,2022,
1215,Middle East,Jordan,0.160595998,Energy,Onshore oil,Fugitive,2022,
1216,Middle East,Jordan,2.175770044,Energy,Onshore oil,Vented,2022,
1217,Middle East,Jordan,0.088,Energy,Other from coal,All,2022,
1218,Middle East,Jordan,2.729363918,Energy,Other from oil and gas,All,2022,
1219,Middle East,Jordan,1.600000024,Energy,Satellite-detected large oil and gas emissions,All,2022,
1221,Middle East,Jordan,0.578217447,Other,Total,All,2019-2021,
1222,Middle East,Jordan,200.5210419,Waste,Total,All,2019-2021,
1223,Middle East,Kuwait,7.323050499,Agriculture,Total,All,2019-2021,
1224,Middle East,Kuwait,39.97169876,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1225,Middle East,Kuwait,21.31290054,Energy,Gas pipelines and LNG facilities,Vented,2022,
1226,Middle East,Kuwait,0.878540993,Energy,Offshore oil,Flared,2022,
1227,Middle East,Kuwait,1.711030006,Energy,Offshore oil,Fugitive,2022,
1228,Middle East,Kuwait,23.18120003,Energy,Offshore oil,Vented,2022,
1229,Middle East,Kuwait,23.94639969,Energy,Onshore gas,Fugitive,2022,
1230,Middle East,Kuwait,51.95880127,Energy,Onshore gas,Vented,2022,
1231,Middle East,Kuwait,27.19949913,Energy,Onshore oil,Flared,2022,
1232,Middle East,Kuwait,54.91999817,Energy,Onshore oil,Fugitive,2022,
1233,Middle East,Kuwait,744.0620117,Energy,Onshore oil,Vented,2022,
1234,Middle East,Kuwait,6.340137005,Energy,Other from oil and gas,All,2022,
1235,Middle East,Kuwait,6.599999905,Energy,Satellite-detected large oil and gas emissions,All,2022,
1237,Middle East,Kuwait,0.824978411,Other,Total,All,2019-2021,
1238,Middle East,Kuwait,257.9949341,Waste,Total,All,2019-2021,
1239,Middle East,Lebanon,12.06766987,Agriculture,Total,All,2019-2021,
1240,Middle East,Lebanon,1.555999994,Energy,Bioenergy,All,2022,
1241,Middle East,Lebanon,0.048,Energy,Other from coal,All,2022,
1242,Middle East,Lebanon,3.108916044,Energy,Other from oil and gas,All,2022,
1244,Middle East,Lebanon,0.76484412,Other,Total,All,2019-2021,
1245,Middle East,Lebanon,112.223999,Waste,Total,All,2019-2021,
1246,Middle East,Oman,37.05989838,Agriculture,Total,All,2019-2021,
1247,Middle East,Oman,45.88990021,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1248,Middle East,Oman,24.46850014,Energy,Gas pipelines and LNG facilities,Vented,2022,
1249,Middle East,Oman,0.178699002,Energy,Offshore gas,Fugitive,2022,
1250,Middle East,Oman,0.387739003,Energy,Offshore gas,Vented,2022,
1251,Middle East,Oman,1.825270057,Energy,Offshore oil,Flared,2022,
1252,Middle East,Oman,0.358994007,Energy,Offshore oil,Fugitive,2022,
1253,Middle East,Oman,4.863689899,Energy,Offshore oil,Vented,2022,
1254,Middle East,Oman,79.915802,Energy,Onshore gas,Fugitive,2022,
1255,Middle East,Oman,173.401001,Energy,Onshore gas,Vented,2022,
1256,Middle East,Oman,128.3399963,Energy,Onshore oil,Flared,2022,
1257,Middle East,Oman,27.77190018,Energy,Onshore oil,Fugitive,2022,
1258,Middle East,Oman,376.2569885,Energy,Onshore oil,Vented,2022,
1259,Middle East,Oman,5.598037243,Energy,Other from oil and gas,All,2022,
1261,Middle East,Oman,9.764742851,Other,Total,All,2019-2021,
1262,Middle East,Oman,64.55561829,Waste,Total,All,2019-2021,
1263,Middle East,Qatar,11.36858845,Agriculture,Total,All,2019-2021,
1264,Middle East,Qatar,0.083999999,Energy,Bioenergy,All,2022,
1265,Middle East,Qatar,57.90470123,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1266,Middle East,Qatar,30.87479973,Energy,Gas pipelines and LNG facilities,Vented,2022,
1267,Middle East,Qatar,198.3000031,Energy,Offshore gas,Fugitive,2022,
1268,Middle East,Qatar,430.269989,Energy,Offshore gas,Vented,2022,
1269,Middle East,Qatar,17.21139908,Energy,Offshore oil,Flared,2022,
1270,Middle East,Qatar,7.383190155,Energy,Offshore oil,Fugitive,2022,
1271,Middle East,Qatar,100.0279999,Energy,Offshore oil,Vented,2022,
1272,Middle East,Qatar,2.60729003,Energy,Onshore gas,Fugitive,2022,
1273,Middle East,Qatar,5.657279968,Energy,Onshore gas,Vented,2022,
1274,Middle East,Qatar,22.4470005,Energy,Onshore oil,Flared,2022,
1275,Middle East,Qatar,17.99119949,Energy,Onshore oil,Fugitive,2022,
1276,Middle East,Qatar,243.7460022,Energy,Onshore oil,Vented,2022,
1277,Middle East,Qatar,4.01292038,Energy,Other from oil and gas,All,2022,
1279,Middle East,Qatar,5.52156353,Other,Total,All,2019-2021,
1280,Middle East,Qatar,64.40309143,Waste,Total,All,2019-2021,
1281,Middle East,Saudi Arabia,121.0209732,Agriculture,Total,All,2019-2021,
1282,Middle East,Saudi Arabia,0.068000004,Energy,Bioenergy,All,2022,
1283,Middle East,Saudi Arabia,122.685997,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1284,Middle East,Saudi Arabia,65.41629791,Energy,Gas pipelines and LNG facilities,Vented,2022,
1285,Middle East,Saudi Arabia,36.35609818,Energy,Offshore gas,Fugitive,2022,
1286,Middle East,Saudi Arabia,78.88510132,Energy,Offshore gas,Vented,2022,
1287,Middle East,Saudi Arabia,30.21109962,Energy,Offshore oil,Flared,2022,
1288,Middle East,Saudi Arabia,62.1391983,Energy,Offshore oil,Fugitive,2022,
1289,Middle East,Saudi Arabia,841.867981,Energy,Offshore oil,Vented,2022,
1290,Middle East,Saudi Arabia,54.82180023,Energy,Onshore gas,Fugitive,2022,
1291,Middle East,Saudi Arabia,118.9520035,Energy,Onshore gas,Vented,2022,
1292,Middle East,Saudi Arabia,47.22969818,Energy,Onshore oil,Flared,2022,
1293,Middle East,Saudi Arabia,105.8509979,Energy,Onshore oil,Fugitive,2022,
1294,Middle East,Saudi Arabia,1434.079956,Energy,Onshore oil,Vented,2022,
1295,Middle East,Saudi Arabia,42.53243256,Energy,Other from oil and gas,All,2022,
1296,Middle East,Saudi Arabia,10,Energy,Satellite-detected large oil and gas emissions,All,2022,
1298,Middle East,Saudi Arabia,27.83010101,Other,Total,All,2019-2021,
1299,Middle East,Saudi Arabia,955.779541,Waste,Total,All,2019-2021,
1300,Middle East,Syria,133.0528259,Agriculture,Total,All,2019-2021,
1301,Middle East,Syria,0.02,Energy,Bioenergy,All,2022,
1302,Middle East,Syria,14.07289982,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1303,Middle East,Syria,7.503680229,Energy,Gas pipelines and LNG facilities,Vented,2022,
1304,Middle East,Syria,11.43529987,Energy,Onshore gas,Fugitive,2022,
1305,Middle East,Syria,24.81220055,Energy,Onshore gas,Vented,2022,
1306,Middle East,Syria,65.59580231,Energy,Onshore oil,Flared,2022,
1307,Middle East,Syria,7.346819878,Energy,Onshore oil,Fugitive,2022,
1308,Middle East,Syria,99.53549957,Energy,Onshore oil,Vented,2022,
1309,Middle East,Syria,2.442213774,Energy,Other from oil and gas,All,2022,
1310,Middle East,Syria,4.900000095,Energy,Satellite-detected large oil and gas emissions,All,2022,
1312,Middle East,Syria,1.18415308,Other,Total,All,2019-2021,
1313,Middle East,Syria,169.204422,Waste,Total,All,2019-2021,
1314,Middle East,United Arab Emirates,47.43784332,Agriculture,Total,All,2019-2021,
1315,Middle East,United Arab Emirates,0.300000012,Energy,Bioenergy,All,2022,
1316,Middle East,United Arab Emirates,87.21330261,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1317,Middle East,United Arab Emirates,46.50220108,Energy,Gas pipelines and LNG facilities,Vented,2022,
1318,Middle East,United Arab Emirates,21.64649963,Energy,Offshore gas,Fugitive,2022,
1319,Middle East,United Arab Emirates,46.96829987,Energy,Offshore gas,Vented,2022,
1320,Middle East,United Arab Emirates,38.45009995,Energy,Offshore oil,Flared,2022,
1321,Middle East,United Arab Emirates,32.55339813,Energy,Offshore oil,Fugitive,2022,
1322,Middle East,United Arab Emirates,441.0360107,Energy,Offshore oil,Vented,2022,
1323,Middle East,United Arab Emirates,43.50379944,Energy,Onshore gas,Fugitive,2022,
1324,Middle East,United Arab Emirates,94.39409637,Energy,Onshore gas,Vented,2022,
1325,Middle East,United Arab Emirates,36.26440048,Energy,Onshore oil,Flared,2022,
1326,Middle East,United Arab Emirates,36.86650085,Energy,Onshore oil,Fugitive,2022,
1327,Middle East,United Arab Emirates,499.4710083,Energy,Onshore oil,Vented,2022,
1328,Middle East,United Arab Emirates,0.89200002,Energy,Other from coal,All,2022,
1329,Middle East,United Arab Emirates,13.07118416,Energy,Other from oil and gas,All,2022,
1331,Middle East,United Arab Emirates,2.969593048,Other,Total,All,2019-2021,
1332,Middle East,United Arab Emirates,462.6634827,Waste,Total,All,2019-2021,
1333,Middle East,Yemen,181.292984,Agriculture,Total,All,2019-2021,
1334,Middle East,Yemen,0.363999993,Energy,Bioenergy,All,2022,
1335,Middle East,Yemen,1.19769001,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1336,Middle East,Yemen,0.638607025,Energy,Gas pipelines and LNG facilities,Vented,2022,
1337,Middle East,Yemen,0.138465002,Energy,Onshore gas,Fugitive,2022,
1338,Middle East,Yemen,0.300439,Energy,Onshore gas,Vented,2022,
1339,Middle East,Yemen,40.54639816,Energy,Onshore oil,Flared,2022,
1340,Middle East,Yemen,6.669539928,Energy,Onshore oil,Fugitive,2022,
1341,Middle East,Yemen,90.35949707,Energy,Onshore oil,Vented,2022,
1342,Middle East,Yemen,0.028000001,Energy,Other from coal,All,2022,
1343,Middle East,Yemen,1.538963437,Energy,Other from oil and gas,All,2022,
1344,Middle East,Yemen,3.400000095,Energy,Satellite-detected large oil and gas emissions,All,2022,
1346,Middle East,Yemen,0.53428489,Other,Total,All,2019-2021,
1347,Middle East,Yemen,161.4936981,Waste,Total,All,2019-2021,
1348,North America,Canada,1072.710693,Agriculture,Total,All,2019-2021,
1349,North America,Canada,36.95600128,Energy,Bioenergy,All,2022,
1350,North America,Canada,56.25040054,Energy,Coking coal,All,2022,
1351,North America,Canada,149.7700043,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1352,North America,Canada,79.85769653,Energy,Gas pipelines and LNG facilities,Vented,2022,
1353,North America,Canada,0.113724001,Energy,Offshore gas,Fugitive,2022,
1354,North America,Canada,0.246757001,Energy,Offshore gas,Vented,2022,
1355,North America,Canada,323.2640076,Energy,Onshore gas,Fugitive,2022,
1356,North America,Canada,701.4169922,Energy,Onshore gas,Vented,2022,
1357,North America,Canada,34.76959991,Energy,Onshore oil,Flared,2022,
1358,North America,Canada,75.05500031,Energy,Onshore oil,Fugitive,2022,
1359,North America,Canada,1016.849976,Energy,Onshore oil,Vented,2022,
1360,North America,Canada,1.741628051,Energy,Other from coal,All,2022,
1361,North America,Canada,57.55759048,Energy,Other from oil and gas,All,2022,
1362,North America,Canada,14.54909992,Energy,Steam coal,All,2022,
