Sr no ,region,country,emissions,type,segment,reason,baseYear,
0,Africa,Algeria,257.6112061,Agriculture,Total,All,2019-2021,
1,Africa,Algeria,0.052000001,Energy,Bioenergy,All,2022,
2,Africa,Algeria,130.798996,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
3,Africa,Algeria,69.74189758,Energy,Gas pipelines and LNG facilities,Vented,2022,
4,Africa,Algeria,213.9869995,Energy,Onshore gas,Fugitive,2022,371260.755
5,Africa,Algeria,464.3080139,Energy,Onshore gas,Vented,2022,
6,Africa,Algeria,469.7869873,Energy,Onshore oil,Flared,2022,
7,Africa,Algeria,85.18720245,Energy,Onshore oil,Fugitive,2022,
8,Africa,Algeria,1154.119995,Energy,Onshore oil,Vented,2022,
9,Africa,Algeria,0.004,Energy,Other from coal,All,2022,
10,Africa,Algeria,14.20855045,Energy,Other from oil and gas,All,2022,
11,Africa,Algeria,67,Energy,Satellite-detected large oil and gas emissions,All,2022,
13,Africa,Algeria,6.475720882,Other,Total,All,2019-2021,
14,Africa,Algeria,510.9656067,Waste,Total,All,2019-2021,
15,Africa,Angola,400.969574,Agriculture,Total,All,2019-2021,
16,Africa,Angola,57.34000015,Energy,Bioenergy,All,2022,
17,Africa,Angola,2.59168005,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
18,Africa,Angola,1.381880045,Energy,Gas pipelines and LNG facilities,Vented,2022,
19,Africa,Angola,47.64350128,Energy,Offshore oil,Flared,2022,
20,Africa,Angola,29.42110062,Energy,Offshore oil,Fugitive,2022,
21,Africa,Angola,398.6010132,Energy,Offshore oil,Vented,2022,
22,Africa,Angola,3.962359905,Energy,Onshore gas,Fugitive,2022,
23,Africa,Angola,8.597499847,Energy,Onshore gas,Vented,2022,
24,Africa,Angola,0.955902994,Energy,Onshore oil,Flared,2022,
25,Africa,Angola,1.131590009,Energy,Onshore oil,Fugitive,2022,
26,Africa,Angola,15.33090019,Energy,Onshore oil,Vented,2022,
27,Africa,Angola,1.775954008,Energy,Other from oil and gas,All,2022,
29,Africa,Angola,81.70992279,Other,Total,All,2019-2021,
30,Africa,Angola,151.4940491,Waste,Total,All,2019-2021,
31,Africa,Benin,105.6910324,Agriculture,Total,All,2019-2021,
32,Africa,Benin,24.61199951,Energy,Bioenergy,All,2022,
33,Africa,Benin,0.098756,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
34,Africa,Benin,0.0526568,Energy,Gas pipelines and LNG facilities,Vented,2022,
35,Africa,Benin,0.028000001,Energy,Other from coal,All,2022,
36,Africa,Benin,1.837127447,Energy,Other from oil and gas,All,2022,
38,Africa,Benin,43.2477417,Other,Total,All,2019-2021,
39,Africa,Benin,42.10737228,Waste,Total,All,2019-2021,
40,Africa,Botswana,97.25849152,Agriculture,Total,All,2019-2021,
41,Africa,Botswana,5.407999992,Energy,Bioenergy,All,2022,
42,Africa,Botswana,0.0144059,Energy,Onshore gas,Fugitive,2022,
43,Africa,Botswana,0.031257901,Energy,Onshore gas,Vented,2022,
44,Africa,Botswana,0.083999999,Energy,Other from coal,All,2022,
45,Africa,Botswana,0.661558747,Energy,Other from oil and gas,All,2022,
47,Africa,Botswana,2.236912251,Other,Total,All,2019-2021,
48,Africa,Botswana,843.4016724,Waste,Total,All,2019-2021,
49,Africa,Cameroon,279.5312195,Agriculture,Total,All,2019-2021,
50,Africa,Cameroon,74.33999634,Energy,Bioenergy,All,2022,
51,Africa,Cameroon,1.912750006,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
52,Africa,Cameroon,1.019880056,Energy,Gas pipelines and LNG facilities,Vented,2022,
53,Africa,Cameroon,4.4021101,Energy,Offshore gas,Fugitive,2022,
54,Africa,Cameroon,9.551659584,Energy,Offshore gas,Vented,2022,
55,Africa,Cameroon,49.95370102,Energy,Offshore oil,Flared,2022,
56,Africa,Cameroon,5.08397007,Energy,Offshore oil,Fugitive,2022,
57,Africa,Cameroon,68.87809753,Energy,Offshore oil,Vented,2022,
58,Africa,Cameroon,0.120641999,Energy,Onshore gas,Fugitive,2022,
59,Africa,Cameroon,0.261768997,Energy,Onshore gas,Vented,2022,
60,Africa,Cameroon,1.036188602,Energy,Other from oil and gas,All,2022,
62,Africa,Cameroon,23.94275665,Other,Total,All,2019-2021,
63,Africa,Cameroon,194.5143738,Waste,Total,All,2019-2021,
64,Africa,Central African Republic,250.816803,Agriculture,Total,All,2019-2021,
65,Africa,Central African Republic,173.4691467,Other,Total,All,2019-2021,
66,Africa,Central African Republic,22.8563385,Waste,Total,All,2019-2021,
67,Africa,Chad,1223.932983,Agriculture,Total,All,2019-2021,
68,Africa,Chad,8.433979988,Energy,Onshore oil,Flared,2022,
69,Africa,Chad,2.954269886,Energy,Onshore oil,Fugitive,2022,
70,Africa,Chad,40.02470016,Energy,Onshore oil,Vented,2022,
71,Africa,Chad,0.004,Energy,Other from oil and gas,All,2022,
73,Africa,Chad,13.20507813,Other,Total,All,2019-2021,
74,Africa,Chad,70.19759369,Waste,Total,All,2019-2021,
75,Africa,Congo,23.87096596,Agriculture,Total,All,2019-2021,
76,Africa,Congo,15.68400002,Energy,Bioenergy,All,2022,
77,Africa,Congo,2.018769979,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
78,Africa,Congo,1.076410055,Energy,Gas pipelines and LNG facilities,Vented,2022,
79,Africa,Congo,0.37597999,Energy,Offshore gas,Fugitive,2022,
80,Africa,Congo,0.815798998,Energy,Offshore gas,Vented,2022,
81,Africa,Congo,49.39789963,Energy,Offshore oil,Flared,2022,
82,Africa,Congo,12.04539967,Energy,Offshore oil,Fugitive,2022,
83,Africa,Congo,163.1920013,Energy,Offshore oil,Vented,2022,
84,Africa,Congo,0.606069028,Energy,Onshore gas,Fugitive,2022,
85,Africa,Congo,1.315039992,Energy,Onshore gas,Vented,2022,
86,Africa,Congo,3.497450113,Energy,Onshore oil,Flared,2022,
87,Africa,Congo,0.991860986,Energy,Onshore oil,Fugitive,2022,
88,Africa,Congo,13.43780041,Energy,Onshore oil,Vented,2022,
89,Africa,Congo,0.312214941,Energy,Other from oil and gas,All,2022,
91,Africa,Congo,11.99696445,Other,Total,All,2019-2021,
92,Africa,Congo,30.08274269,Waste,Total,All,2019-2021,
93,Africa,Cote d'Ivoire,185.7007751,Agriculture,Total,All,2019-2021,
94,Africa,Cote d'Ivoire,53.80400085,Energy,Bioenergy,All,2022,
95,Africa,Cote d'Ivoire,5.743710041,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
96,Africa,Cote d'Ivoire,3.062550068,Energy,Gas pipelines and LNG facilities,Vented,2022,
97,Africa,Cote d'Ivoire,5.116020203,Energy,Offshore gas,Fugitive,2022,
98,Africa,Cote d'Ivoire,11.10070038,Energy,Offshore gas,Vented,2022,
99,Africa,Cote d'Ivoire,1.584079981,Energy,Offshore oil,Flared,2022,
100,Africa,Cote d'Ivoire,0.803795993,Energy,Offshore oil,Fugitive,2022,
101,Africa,Cote d'Ivoire,10.88990021,Energy,Offshore oil,Vented,2022,
102,Africa,Cote d'Ivoire,1.291695714,Energy,Other from oil and gas,All,2022,
104,Africa,Cote d'Ivoire,28.76729774,Other,Total,All,2019-2021,
105,Africa,Cote d'Ivoire,220.2355194,Waste,Total,All,2019-2021,
106,Africa,Democratic Republic of Congo,555.5286865,Agriculture,Total,All,2019-2021,
107,Africa,Democratic Republic of Congo,216.1719971,Energy,Bioenergy,All,2022,
108,Africa,Democratic Republic of Congo,11.98099995,Energy,Offshore oil,Flared,2022,
109,Africa,Democratic Republic of Congo,1.164800048,Energy,Offshore oil,Fugitive,2022,
110,Africa,Democratic Republic of Congo,15.78079987,Energy,Offshore oil,Vented,2022,
111,Africa,Democratic Republic of Congo,6.215710163,Energy,Onshore oil,Flared,2022,
112,Africa,Democratic Republic of Congo,0.604291975,Energy,Onshore oil,Fugitive,2022,
113,Africa,Democratic Republic of Congo,8.187009811,Energy,Onshore oil,Vented,2022,
114,Africa,Democratic Republic of Congo,0.587294221,Energy,Other from oil and gas,All,2022,
116,Africa,Democratic Republic of Congo,201.834671,Other,Total,All,2019-2021,
117,Africa,Democratic Republic of Congo,566.8305054,Waste,Total,All,2019-2021,
118,Africa,Egypt,684.5322266,Agriculture,Total,All,2019-2021,
119,Africa,Egypt,15.49600029,Energy,Bioenergy,All,2022,
120,Africa,Egypt,127.5419998,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
121,Africa,Egypt,68.00550079,Energy,Gas pipelines and LNG facilities,Vented,2022,
122,Africa,Egypt,74.68219757,Energy,Offshore gas,Fugitive,2022,
123,Africa,Egypt,162.0449982,Energy,Offshore gas,Vented,2022,
124,Africa,Egypt,30.22229958,Energy,Offshore oil,Flared,2022,
125,Africa,Egypt,4.78234005,Energy,Offshore oil,Fugitive,2022,
126,Africa,Egypt,64.79170227,Energy,Offshore oil,Vented,2022,
127,Africa,Egypt,18.87809944,Energy,Onshore gas,Fugitive,2022,
128,Africa,Egypt,40.96160126,Energy,Onshore gas,Vented,2022,
129,Africa,Egypt,93.07379913,Energy,Onshore oil,Flared,2022,
130,Africa,Egypt,16.44479942,Energy,Onshore oil,Fugitive,2022,
131,Africa,Egypt,222.7960052,Energy,Onshore oil,Vented,2022,
132,Africa,Egypt,0.495999992,Energy,Other from coal,All,2022,
133,Africa,Egypt,17.82505417,Energy,Other from oil and gas,All,2022,
135,Africa,Egypt,12.00313091,Other,Total,All,2019-2021,
136,Africa,Egypt,947.934082,Waste,Total,All,2019-2021,
137,Africa,Equatorial Guinea,0.438739002,Agriculture,Total,All,2019-2021,
138,Africa,Equatorial Guinea,0.187999994,Energy,Bioenergy,All,2022,
139,Africa,Equatorial Guinea,7.80095005,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
140,Africa,Equatorial Guinea,4.159470081,Energy,Gas pipelines and LNG facilities,Vented,2022,
141,Africa,Equatorial Guinea,17.98489952,Energy,Offshore gas,Fugitive,2022,
142,Africa,Equatorial Guinea,39.02349854,Energy,Offshore gas,Vented,2022,
143,Africa,Equatorial Guinea,6.018089771,Energy,Offshore oil,Flared,2022,
144,Africa,Equatorial Guinea,3.707159996,Energy,Offshore oil,Fugitive,2022,
145,Africa,Equatorial Guinea,50.22489929,Energy,Offshore oil,Vented,2022,
146,Africa,Equatorial Guinea,2.100460052,Energy,Onshore oil,Flared,2022,
147,Africa,Equatorial Guinea,2.587779999,Energy,Onshore oil,Fugitive,2022,
148,Africa,Equatorial Guinea,35.05950165,Energy,Onshore oil,Vented,2022,
149,Africa,Equatorial Guinea,0.164000005,Energy,Other from oil and gas,All,2022,
151,Africa,Equatorial Guinea,2.364912033,Other,Total,All,2019-2021,
152,Africa,Equatorial Guinea,11.92251492,Waste,Total,All,2019-2021,
153,Africa,Eritrea,120.1793518,Agriculture,Total,All,2019-2021,
154,Africa,Eritrea,5.883999825,Energy,Bioenergy,All,2022,
155,Africa,Eritrea,0.0529585,Energy,Other from oil and gas,All,2022,
157,Africa,Eritrea,2.50686121,Other,Total,All,2019-2021,
158,Africa,Eritrea,24.03823662,Waste,Total,All,2019-2021,
159,Africa,Ethiopia,1910.089722,Agriculture,Total,All,2019-2021,
160,Africa,Ethiopia,462.3640137,Energy,Bioenergy,All,2022,
161,Africa,Ethiopia,0.200000003,Energy,Other from coal,All,2022,
162,Africa,Ethiopia,1.648756385,Energy,Other from oil and gas,All,2022,
164,Africa,Ethiopia,177.9381866,Other,Total,All,2019-2021,
165,Africa,Ethiopia,414.8589172,Waste,Total,All,2019-2021,
166,Africa,Gabon,5.590458393,Agriculture,Total,All,2019-2021,
167,Africa,Gabon,17.06399918,Energy,Bioenergy,All,2022,
168,Africa,Gabon,1.393970013,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
169,Africa,Gabon,0.743263006,Energy,Gas pipelines and LNG facilities,Vented,2022,
170,Africa,Gabon,0.077268198,Energy,Offshore gas,Fugitive,2022,
171,Africa,Gabon,0.167656004,Energy,Offshore gas,Vented,2022,
172,Africa,Gabon,27.29000092,Energy,Offshore oil,Flared,2022,
173,Africa,Gabon,5.724649906,Energy,Offshore oil,Fugitive,2022,
174,Africa,Gabon,77.55809784,Energy,Offshore oil,Vented,2022,
175,Africa,Gabon,0.819162011,Energy,Onshore gas,Fugitive,2022,
176,Africa,Gabon,1.77741003,Energy,Onshore gas,Vented,2022,
177,Africa,Gabon,28.56279945,Energy,Onshore oil,Flared,2022,
178,Africa,Gabon,5.991630077,Energy,Onshore oil,Fugitive,2022,
179,Africa,Gabon,81.17520142,Energy,Onshore oil,Vented,2022,
180,Africa,Gabon,0.207463026,Energy,Other from oil and gas,All,2022,
182,Africa,Gabon,5.498744965,Other,Total,All,2019-2021,
183,Africa,Gabon,21.20872307,Waste,Total,All,2019-2021,
184,Africa,Gambia,29.56750679,Agriculture,Total,All,2019-2021,
185,Africa,Gambia,3.931763887,Other,Total,All,2019-2021,
186,Africa,Gambia,14.08841991,Waste,Total,All,2019-2021,
187,Africa,Ghana,169.0322266,Agriculture,Total,All,2019-2021,
188,Africa,Ghana,27.54800034,Energy,Bioenergy,All,2022,
189,Africa,Ghana,2.662489891,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
190,Africa,Ghana,1.419639945,Energy,Gas pipelines and LNG facilities,Vented,2022,
191,Africa,Ghana,2.998179913,Energy,Offshore gas,Fugitive,2022,
192,Africa,Ghana,6.505420208,Energy,Offshore gas,Vented,2022,
193,Africa,Ghana,16.48010063,Energy,Offshore oil,Flared,2022,
194,Africa,Ghana,3.59649992,Energy,Offshore oil,Fugitive,2022,
195,Africa,Ghana,48.72579956,Energy,Offshore oil,Vented,2022,
196,Africa,Ghana,1.094009995,Energy,Onshore oil,Flared,2022,
197,Africa,Ghana,0.477497011,Energy,Onshore oil,Fugitive,2022,
198,Africa,Ghana,6.469170094,Energy,Onshore oil,Vented,2022,
199,Africa,Ghana,2.759280682,Energy,Other from oil and gas,All,2022,
201,Africa,Ghana,26.98687363,Other,Total,All,2019-2021,
202,Africa,Ghana,159.3824005,Waste,Total,All,2019-2021,
203,Africa,Guinea,438.1594238,Agriculture,Total,All,2019-2021,
204,Africa,Guinea,0.008,Energy,Other from oil and gas,All,2022,
206,Africa,Guinea,17.25143623,Other,Total,All,2019-2021,
